uniprot|subcell_aditional_text|subcell_aditional_text_refs
Q16584|Location is cell cycle dependent.|
Q16584|Location is cell cycle dependent.|
Q12852|Behaves essentially as an integral membrane protein.|2
Q12852|Behaves essentially as an integral membrane protein.|2
O43283||
O43283||
O43283||
O43283||
O43283||
Q9NYL2|Translocates to the nucleus upon ultraviolet B irradiation.|22
Q9NYL2|Translocates to the nucleus upon ultraviolet B irradiation.|22
Q9NYL2|Translocates to the nucleus upon ultraviolet B irradiation.|22
Q9Y6R4|Localized in perinuclear vesicular-like structures, probably Golgi-associated vesicles.|4
Q9Y6R4|Localized in perinuclear vesicular-like structures, probably Golgi-associated vesicles.|4
Q99683|Interaction with 14-3-3 proteins alters the distribution of MAP3K5/ASK1 and restricts it to the perinuclear endoplasmic reticulum region.|
Q99683|Interaction with 14-3-3 proteins alters the distribution of MAP3K5/ASK1 and restricts it to the perinuclear endoplasmic reticulum region.|
O43318|Although the majority of MAP3K7/TAK1 is found in the cytosol, when complexed with TAB1/MAP3K7IP1 and TAB2/MAP3K7IP2, it is also localized at the cell membrane.|
O43318|Although the majority of MAP3K7/TAK1 is found in the cytosol, when complexed with TAB1/MAP3K7IP1 and TAB2/MAP3K7IP2, it is also localized at the cell membrane.|
O43318|Although the majority of MAP3K7/TAK1 is found in the cytosol, when complexed with TAB1/MAP3K7IP1 and TAB2/MAP3K7IP2, it is also localized at the cell membrane.|
O43318|Although the majority of MAP3K7/TAK1 is found in the cytosol, when complexed with TAB1/MAP3K7IP1 and TAB2/MAP3K7IP2, it is also localized at the cell membrane.|
P41279||
P41279||
Q12851||
Q12851||
O95819||
O95819||
O95819||
O95819||
O95819||
O95819||
Q8N4C8||
Q8N4C8||
Q8N4C8||
Q8N4C8||
Q8N4C8||
Q8N4C8||
Q8N4C8||
Q8N4C8||
Q8N4C8||
Q8N4C8||
Q8NEV4|Increased localization at the filodium tip seen in the presence of MORN4.|9
Q8NEV4|Increased localization at the filodium tip seen in the presence of MORN4.|9
Q8WXR4||
Q8WXR4||
Q8WXR4||
Q8WXR4||
Q8WXR4||
Q8WXR4||
Q8WXR4||
Q13153|Colocalizes with RUFY3, F-actin and other core migration components in invadopodia at the cell periphery (PubMed:25766321). Recruited to the cell membrane by interaction with CDC42 and RAC1. Recruited to focal adhesions upon activation. Colocalized with CIB1 within membrane ruffles during cell spreading upon readhesion to fibronectin. Upon DNA damage, translocates to the nucleoplasm when phosphorylated at Thr-212 where is co-recruited with MORC2 on damaged chromatin (PubMed:23260667).|17 42 45
Q13153|Colocalizes with RUFY3, F-actin and other core migration components in invadopodia at the cell periphery (PubMed:25766321). Recruited to the cell membrane by interaction with CDC42 and RAC1. Recruited to focal adhesions upon activation. Colocalized with CIB1 within membrane ruffles during cell spreading upon readhesion to fibronectin. Upon DNA damage, translocates to the nucleoplasm when phosphorylated at Thr-212 where is co-recruited with MORC2 on damaged chromatin (PubMed:23260667).|17 42 45
O75914||
O75914||
O75914||
O75914||
O96013|Seems to shuttle between cytoplasmic compartments depending on the activating effector. For example, can be found on the cell periphery after activation of growth-factor or integrin-mediated signaling pathways.|24
O96013|Seems to shuttle between cytoplasmic compartments depending on the activating effector. For example, can be found on the cell periphery after activation of growth-factor or integrin-mediated signaling pathways.|24
O96013|Seems to shuttle between cytoplasmic compartments depending on the activating effector. For example, can be found on the cell periphery after activation of growth-factor or integrin-mediated signaling pathways.|24
O96013|Seems to shuttle between cytoplasmic compartments depending on the activating effector. For example, can be found on the cell periphery after activation of growth-factor or integrin-mediated signaling pathways.|24
Q9NQU5|Cotranslocates into nucleus with AR in response to androgen induction.|
Q9NQU5|Cotranslocates into nucleus with AR in response to androgen induction.|
Q9H2G2||
Q9H2G2||
Q9Y6E0|The truncated form (MST3/N) translocates to the nucleus. Colocalizes with STK38L in the membrane.|
Q9Y6E0|The truncated form (MST3/N) translocates to the nucleus. Colocalizes with STK38L in the membrane.|
O00506|Localizes to the Golgi apparatus.|
O00506|Localizes to the Golgi apparatus.|
O00506|Localizes to the Golgi apparatus.|
Q9P289|Colocalized with RIPOR1 in the Golgi of serum-starved cells and relocated to cytoplasmic punctae, probably vesicular compartments, along with RIPOR1 upon serum stimulation in a Rho- and PDCD10-dependent manner (PubMed:27807006).|25
Q9P289|Colocalized with RIPOR1 in the Golgi of serum-starved cells and relocated to cytoplasmic punctae, probably vesicular compartments, along with RIPOR1 upon serum stimulation in a Rho- and PDCD10-dependent manner (PubMed:27807006).|25
Q9P289|Colocalized with RIPOR1 in the Golgi of serum-starved cells and relocated to cytoplasmic punctae, probably vesicular compartments, along with RIPOR1 upon serum stimulation in a Rho- and PDCD10-dependent manner (PubMed:27807006).|25
Q13188|The caspase-cleaved form cycles between nucleus and cytoplasm (By similarity). Phosphorylation at Thr-117 leads to inhibition of nuclear translocation.|14 29
Q13188|The caspase-cleaved form cycles between nucleus and cytoplasm (By similarity). Phosphorylation at Thr-117 leads to inhibition of nuclear translocation.|14 29
Q9UEW8|Nucleus when caspase-cleaved.|14
Q9UEW8|Nucleus when caspase-cleaved.|14
Q13043|The caspase-cleaved form cycles between the nucleus and cytoplasm.|
Q13043|The caspase-cleaved form cycles between the nucleus and cytoplasm.|
Q7RTN6||
Q7RTN6||
Q7RTN6||
Q7RTN6||
Q7RTN6||
Q7RTN6||
Q9C0K7||
Q9C0K7||
Q9C0K7||
Q7L7X3||
Q7L7X3||
Q7L7X3||
Q9UL54|Catalytically active full-length phosphorylated isoform 1 localizes to microtubules in the cytoplasm predominantly on microtubule cables positioned around the nucleus. A C-terminally truncated form of isoform 1 is present in the nucleus; isoform 2 and kinase-defective, as well as full-length isoform 1 are excluded from the nucleus.|
Q9UL54|In dendrites, colocalizes with PCDH8.|6
Q9UL54|Catalytically active full-length phosphorylated isoform 1 localizes to microtubules in the cytoplasm predominantly on microtubule cables positioned around the nucleus. A C-terminally truncated form of isoform 1 is present in the nucleus; isoform 2 and kinase-defective, as well as full-length isoform 1 are excluded from the nucleus.|
Q9UL54|In dendrites, colocalizes with PCDH8.|6
Q9UL54|Catalytically active full-length phosphorylated isoform 1 localizes to microtubules in the cytoplasm predominantly on microtubule cables positioned around the nucleus. A C-terminally truncated form of isoform 1 is present in the nucleus; isoform 2 and kinase-defective, as well as full-length isoform 1 are excluded from the nucleus.|
Q9UL54|In dendrites, colocalizes with PCDH8.|6
Q9UL54|Catalytically active full-length phosphorylated isoform 1 localizes to microtubules in the cytoplasm predominantly on microtubule cables positioned around the nucleus. A C-terminally truncated form of isoform 1 is present in the nucleus; isoform 2 and kinase-defective, as well as full-length isoform 1 are excluded from the nucleus.|
Q9UL54|In dendrites, colocalizes with PCDH8.|6
Q9UKE5|Associated with recycling endosomes and the cytoskeletal fraction upon RAP2A overexpression.|
Q9UKE5|Associated with recycling endosomes and the cytoskeletal fraction upon RAP2A overexpression.|
Q9UKE5|Associated with recycling endosomes and the cytoskeletal fraction upon RAP2A overexpression.|
Q9UKE5|Associated with recycling endosomes and the cytoskeletal fraction upon RAP2A overexpression.|
Q9UKE5|Associated with recycling endosomes and the cytoskeletal fraction upon RAP2A overexpression.|
Q9UKE5|Associated with recycling endosomes and the cytoskeletal fraction upon RAP2A overexpression.|
Q9UKE5|Associated with recycling endosomes and the cytoskeletal fraction upon RAP2A overexpression.|
Q9UKE5|Associated with recycling endosomes and the cytoskeletal fraction upon RAP2A overexpression.|
P36896||
P36896||
P36896||
P36896||
P36896||
Q8NER5||
Q8NER5||
Q8NER5||
Q8NER5||
P27037||
P27037||
Q16671||
Q16671||
Q16671||
O00238||
O00238||
Q13873||
Q13873||
Q13418||
Q13418||
Q13418||
P51617|Translocates to the nucleus when sumoylated. RSAD2/viperin recruits it to the lipid droplet (By similarity).|4
P51617|Translocates to the nucleus when sumoylated. RSAD2/viperin recruits it to the lipid droplet (By similarity).|4
P51617|Translocates to the nucleus when sumoylated. RSAD2/viperin recruits it to the lipid droplet (By similarity).|4
P51617|Translocates to the nucleus when sumoylated. RSAD2/viperin recruits it to the lipid droplet (By similarity).|4
Q9NWZ3||
Q9NWZ3||
Q8IVT5|In unstimulated cells, where the phosphorylated form is bound to a 14-3-3 protein, sequestration in the cytoplasm occurs. Following growth factor treatment, the protein is free for membrane translocation, and it moves from the cytoplasm to the cell periphery.|23
Q8IVT5|In unstimulated cells, where the phosphorylated form is bound to a 14-3-3 protein, sequestration in the cytoplasm occurs. Following growth factor treatment, the protein is free for membrane translocation, and it moves from the cytoplasm to the cell periphery.|23
Q8IVT5|In unstimulated cells, where the phosphorylated form is bound to a 14-3-3 protein, sequestration in the cytoplasm occurs. Following growth factor treatment, the protein is free for membrane translocation, and it moves from the cytoplasm to the cell periphery.|23
Q8IVT5|In unstimulated cells, where the phosphorylated form is bound to a 14-3-3 protein, sequestration in the cytoplasm occurs. Following growth factor treatment, the protein is free for membrane translocation, and it moves from the cytoplasm to the cell periphery.|23
Q6VAB6||
Q6VAB6||
P53667|Predominantly found in the cytoplasm. Localizes in the lamellipodium in a CDC42BPA, CDC42BPB and FAM89B/LRAP25-dependent manner.|7
P53667|Predominantly found in the cytoplasm. Localizes in the lamellipodium in a CDC42BPA, CDC42BPB and FAM89B/LRAP25-dependent manner.|7
P53667|Predominantly found in the cytoplasm. Localizes in the lamellipodium in a CDC42BPA, CDC42BPB and FAM89B/LRAP25-dependent manner.|7
P53667|Predominantly found in the cytoplasm. Localizes in the lamellipodium in a CDC42BPA, CDC42BPB and FAM89B/LRAP25-dependent manner.|7
P53671||
P53671|Isoform LIMK2a is distributed in the cytoplasm and the nucleus.|17
P53671|Isoform LIMK2b occurs mainly in the cytoplasm and is scarcely translocated to the nucleus.|17
P53671||
P53671|Isoform LIMK2a is distributed in the cytoplasm and the nucleus.|17
P53671|Isoform LIMK2b occurs mainly in the cytoplasm and is scarcely translocated to the nucleus.|17
P53671||
P53671|Isoform LIMK2a is distributed in the cytoplasm and the nucleus.|17
P53671|Isoform LIMK2b occurs mainly in the cytoplasm and is scarcely translocated to the nucleus.|17
Q38SD2||
Q38SD2||
P04049|Colocalizes with RGS14 and BRAF in both the cytoplasm and membranes. Phosphorylation at Ser-259 impairs its membrane accumulation. Recruited to the cell membrane by the active Ras protein. Phosphorylation at Ser-338 and Ser-339 by PAK1 is required for its mitochondrial localization. Retinoic acid-induced Ser-621 phosphorylated form of RAF1 is predominantly localized at the nucleus.|
P04049|Colocalizes with RGS14 and BRAF in both the cytoplasm and membranes. Phosphorylation at Ser-259 impairs its membrane accumulation. Recruited to the cell membrane by the active Ras protein. Phosphorylation at Ser-338 and Ser-339 by PAK1 is required for its mitochondrial localization. Retinoic acid-induced Ser-621 phosphorylated form of RAF1 is predominantly localized at the nucleus.|
Q13546||
Q13546||
O43353||
O43353||
Q9Y572||
Q9Y572||
Q9Y572||
P57078||
P57078||
Q96S53||
Q96S53||
Q96S53||
P36897||
P36897||
P36897||
P37173||
P37173||
Q59H18|Expressed at lower levels in the cytoplasm.|
Q59H18|Expressed at lower levels in the cytoplasm.|
Q59H18|Expressed at lower levels in the cytoplasm.|
Q59H18|Expressed at lower levels in the cytoplasm.|
Q6ZMQ8|Predominantly perinuclear.|
Q6ZMQ8|Predominantly perinuclear.|
Q6ZMQ8|Predominantly perinuclear.|
P00519|Shuttles between the nucleus and cytoplasm depending on environmental signals. Sequestered into the cytoplasm through interaction with 14-3-3 proteins. Localizes to mitochondria in response to oxidative stress (By similarity).|25
P00519|The myristoylated c-ABL protein is reported to be nuclear.|
P00519|Shuttles between the nucleus and cytoplasm depending on environmental signals. Sequestered into the cytoplasm through interaction with 14-3-3 proteins. Localizes to mitochondria in response to oxidative stress (By similarity).|25
P00519|The myristoylated c-ABL protein is reported to be nuclear.|
P42684||
P42684||
P42684||
P42684||
P42684||
P42684||
P42684||
P42684||
P42684||
P30530||
P30530||
Q06187|In steady state, BTK is predominantly cytosolic. Following B-cell receptor (BCR) engagement by antigen, translocates to the plasma membrane through its PH domain. Plasma membrane localization is a critical step in the activation of BTK. A fraction of BTK also shuttles between the nucleus and the cytoplasm, and nuclear export is mediated by the nuclear export receptor CRM1.|
Q06187|In steady state, BTK is predominantly cytosolic. Following B-cell receptor (BCR) engagement by antigen, translocates to the plasma membrane through its PH domain. Plasma membrane localization is a critical step in the activation of BTK. A fraction of BTK also shuttles between the nucleus and the cytoplasm, and nuclear export is mediated by the nuclear export receptor CRM1.|
P07333||
P07333||
Q08345||
Q08345||
Q08345||
Q08345||
Q08345||
Q08345||
Q08345||
Q08345||
Q08345||
Q08345||
Q08345||
Q08345||
Q08345||
Q08345||
Q08345||
Q08345||
Q08345||
Q08345||
Q08345||
Q08345||
P00533|In response to EGF, translocated from the cell membrane to the nucleus via Golgi and ER (PubMed:20674546). Endocytosed upon activation by ligand (PubMed:2790960, PubMed:17182860, PubMed:27153536). Colocalized with GPER1 in the nucleus of estrogen agonist-induced cancer-associated fibroblasts (CAF) (PubMed:20551055).|101 117 132 133
P00533||
P00533|In response to EGF, translocated from the cell membrane to the nucleus via Golgi and ER (PubMed:20674546). Endocytosed upon activation by ligand (PubMed:2790960, PubMed:17182860, PubMed:27153536). Colocalized with GPER1 in the nucleus of estrogen agonist-induced cancer-associated fibroblasts (CAF) (PubMed:20551055).|101 117 132 133
P00533||
P00533|In response to EGF, translocated from the cell membrane to the nucleus via Golgi and ER (PubMed:20674546). Endocytosed upon activation by ligand (PubMed:2790960, PubMed:17182860, PubMed:27153536). Colocalized with GPER1 in the nucleus of estrogen agonist-induced cancer-associated fibroblasts (CAF) (PubMed:20551055).|101 117 132 133
P00533||
P00533|In response to EGF, translocated from the cell membrane to the nucleus via Golgi and ER (PubMed:20674546). Endocytosed upon activation by ligand (PubMed:2790960, PubMed:17182860, PubMed:27153536). Colocalized with GPER1 in the nucleus of estrogen agonist-induced cancer-associated fibroblasts (CAF) (PubMed:20551055).|101 117 132 133
P00533||
P21709||
P21709||
P21709||
Q5JZY3||
Q5JZY3||
Q5JZY3||
Q5JZY3||
Q5JZY3||
Q5JZY3||
Q5JZY3||
Q5JZY3||
Q5JZY3||
P29317|Present at regions of cell-cell contacts but also at the leading edge of migrating cells (PubMed:19573808, PubMed:20861311). Relocates from the plasma membrane to the cytoplasmic and perinuclear regions in cancer cells (PubMed:18794797).|32 37 42 50
P29317|Present at regions of cell-cell contacts but also at the leading edge of migrating cells (PubMed:19573808, PubMed:20861311). Relocates from the plasma membrane to the cytoplasmic and perinuclear regions in cancer cells (PubMed:18794797).|32 37 42 50
P29320||
P29320||
P29320||
P29320||
P54764|Clustered upon activation and targeted to early endosome.|6
P54764|Clustered upon activation and targeted to early endosome.|6
P54756||
P54756||
P54756||
Q9UF33||
Q9UF33||
Q9UF33||
Q15375||
Q15375||
Q15375||
Q15375||
Q15375||
P29322|Undergoes clathrin-mediated endocytosis upon EFNA5-binding and is targeted to early endosomes.|5
P29322|Undergoes clathrin-mediated endocytosis upon EFNA5-binding and is targeted to early endosomes.|5
P54762||
P54762||
P54762||
P29323||
P29323||
P29323||
P54760||
P54760||
P54760||
P54760||
O15197||
O15197||
O15197||
O15197||
O15197||
O15197||
P04626|Translocation to the nucleus requires endocytosis, probably endosomal sorting and is mediated by importin beta-1/KPNB1. Also detected in VPS35-positive endosome-to-TGN retrograde vesicles (PubMed:31138794).|56
P04626||
P04626||
P04626|Translocation to the nucleus requires endocytosis, probably endosomal sorting and is mediated by importin beta-1/KPNB1. Also detected in VPS35-positive endosome-to-TGN retrograde vesicles (PubMed:31138794).|56
P04626||
P04626||
P04626|Translocation to the nucleus requires endocytosis, probably endosomal sorting and is mediated by importin beta-1/KPNB1. Also detected in VPS35-positive endosome-to-TGN retrograde vesicles (PubMed:31138794).|56
P04626||
P04626||
P04626|Translocation to the nucleus requires endocytosis, probably endosomal sorting and is mediated by importin beta-1/KPNB1. Also detected in VPS35-positive endosome-to-TGN retrograde vesicles (PubMed:31138794).|56
P04626||
P04626||
P04626|Translocation to the nucleus requires endocytosis, probably endosomal sorting and is mediated by importin beta-1/KPNB1. Also detected in VPS35-positive endosome-to-TGN retrograde vesicles (PubMed:31138794).|56
P04626||
P04626||
P04626|Translocation to the nucleus requires endocytosis, probably endosomal sorting and is mediated by importin beta-1/KPNB1. Also detected in VPS35-positive endosome-to-TGN retrograde vesicles (PubMed:31138794).|56
P04626||
P04626||
P21860||
P21860||
P21860||
P21860||
P21860||
P21860||
P21860||
P21860||
P21860||
P21860||
Q15303|In response to NRG1 treatment, the activated receptor is internalized.|
Q15303|Following proteolytical processing E4ICD (E4ICD1 or E4ICD2 generated from the respective isoforms) is translocated to the nucleus. Significantly more E4ICD2 than E4ICD1 is found in the nucleus. E4ICD2 colocalizes with YAP1 in the nucleus.|
Q15303|In response to NRG1 treatment, the activated receptor is internalized.|
Q15303|Following proteolytical processing E4ICD (E4ICD1 or E4ICD2 generated from the respective isoforms) is translocated to the nucleus. Significantly more E4ICD2 than E4ICD1 is found in the nucleus. E4ICD2 colocalizes with YAP1 in the nucleus.|
Q15303|In response to NRG1 treatment, the activated receptor is internalized.|
Q15303|Following proteolytical processing E4ICD (E4ICD1 or E4ICD2 generated from the respective isoforms) is translocated to the nucleus. Significantly more E4ICD2 than E4ICD1 is found in the nucleus. E4ICD2 colocalizes with YAP1 in the nucleus.|
Q15303|In response to NRG1 treatment, the activated receptor is internalized.|
Q15303|Following proteolytical processing E4ICD (E4ICD1 or E4ICD2 generated from the respective isoforms) is translocated to the nucleus. Significantly more E4ICD2 than E4ICD1 is found in the nucleus. E4ICD2 colocalizes with YAP1 in the nucleus.|
P16591|Associated with the chromatin. Detected on microtubules in polarized and motile vascular endothelial cells. Colocalizes with F-actin at the cell cortex. Colocalizes with PECAM1 and CTNND1 at nascent cell-cell contacts.|
P16591|Associated with the chromatin. Detected on microtubules in polarized and motile vascular endothelial cells. Colocalizes with F-actin at the cell cortex. Colocalizes with PECAM1 and CTNND1 at nascent cell-cell contacts.|
P16591|Associated with the chromatin. Detected on microtubules in polarized and motile vascular endothelial cells. Colocalizes with F-actin at the cell cortex. Colocalizes with PECAM1 and CTNND1 at nascent cell-cell contacts.|
P07332|Distributed throughout the cytosol when the kinase is not activated. Association with microtubules requires activation of the kinase activity. Shuttles between focal adhesions and cell-cell contacts in epithelial cells. Recruited to the lateral cell membrane in polarized epithelial cells by interaction with phosphorylated EZR. Detected at tubular membrane structures in the cytoplasm and at the cell periphery.|
P07332|Distributed throughout the cytosol when the kinase is not activated. Association with microtubules requires activation of the kinase activity. Shuttles between focal adhesions and cell-cell contacts in epithelial cells. Recruited to the lateral cell membrane in polarized epithelial cells by interaction with phosphorylated EZR. Detected at tubular membrane structures in the cytoplasm and at the cell periphery.|
P07332|Distributed throughout the cytosol when the kinase is not activated. Association with microtubules requires activation of the kinase activity. Shuttles between focal adhesions and cell-cell contacts in epithelial cells. Recruited to the lateral cell membrane in polarized epithelial cells by interaction with phosphorylated EZR. Detected at tubular membrane structures in the cytoplasm and at the cell periphery.|
P07332|Distributed throughout the cytosol when the kinase is not activated. Association with microtubules requires activation of the kinase activity. Shuttles between focal adhesions and cell-cell contacts in epithelial cells. Recruited to the lateral cell membrane in polarized epithelial cells by interaction with phosphorylated EZR. Detected at tubular membrane structures in the cytoplasm and at the cell periphery.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P11362|After ligand binding, both receptor and ligand are rapidly internalized. Can translocate to the nucleus after internalization, or by translocation from the endoplasmic reticulum or Golgi apparatus to the cytosol, and from there to the nucleus.|
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
P21802|Detected on osteoblast plasma membrane lipid rafts. After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802|After ligand binding, the activated receptor is rapidly internalized and degraded.|
P21802||
P21802||
