uniprot_id|name|short
Q12852-2|Mixed lineage kinase|
O43283-1|Leucine zipper-bearing kinase|
O43283-1|Mixed lineage kinaseMLK|MLK
O43283-3|Leucine zipper-bearing kinase|
O43283-3|Mixed lineage kinaseMLK|MLK
O43283-4|Leucine zipper-bearing kinase|
O43283-4|Mixed lineage kinaseMLK|MLK
O43283-5|Leucine zipper-bearing kinase|
O43283-5|Mixed lineage kinaseMLK|MLK
O43283-6|Leucine zipper-bearing kinase|
O43283-6|Mixed lineage kinaseMLK|MLK
Q6ZN16-1|Apoptosis signal-regulating kinase 3|
Q6ZN16-1|MAPK/ERK kinase kinase 15MEK kinase 15MEKK 15|MEK kinase 15
Q56UN5-1|Regulated in COPD, protein kinase|
Q56UN5-1|SPS1/STE20-related protein kinase YSK4|
Q56UN5-3|Regulated in COPD, protein kinase|
Q56UN5-3|SPS1/STE20-related protein kinase YSK4|
Q56UN5-4|Regulated in COPD, protein kinase|
Q56UN5-4|SPS1/STE20-related protein kinase YSK4|
Q56UN5-5|Regulated in COPD, protein kinase|
Q56UN5-5|SPS1/STE20-related protein kinase YSK4|
Q56UN5-7|Regulated in COPD, protein kinase|
Q56UN5-7|SPS1/STE20-related protein kinase YSK4|
Q9NYL2-1|Human cervical cancer suppressor gene 4 proteinHCCS-4|HCCS-4
Q9NYL2-1|Leucine zipper- and sterile alpha motif-containing kinase|
Q9NYL2-1|MLK-like mitogen-activated protein triple kinase|
Q9NYL2-1|Mitogen-activated protein kinase kinase kinase MLT|
Q9NYL2-1|Mixed lineage kinase-related kinaseMRKMLK-related kinase|MRK
Q9NYL2-1|Sterile alpha motif- and leucine zipper-containing kinase AZK|
Q9NYL2-2|Human cervical cancer suppressor gene 4 proteinHCCS-4|HCCS-4
Q9NYL2-2|Leucine zipper- and sterile alpha motif-containing kinase|
Q9NYL2-2|MLK-like mitogen-activated protein triple kinase|
Q9NYL2-2|Mitogen-activated protein kinase kinase kinase MLT|
Q9NYL2-2|Mixed lineage kinase-related kinaseMRKMLK-related kinase|MRK
Q9NYL2-2|Sterile alpha motif- and leucine zipper-containing kinase AZK|
Q5TCX8-1|Mitogen-activated protein kinase kinase kinase MLK4|
Q5TCX8-1|Mixed lineage kinase 4|
Q5TCX8-2|Mitogen-activated protein kinase kinase kinase MLK4|
Q5TCX8-2|Mixed lineage kinase 4|
Q5TCX8-3|Mitogen-activated protein kinase kinase kinase MLK4|
Q5TCX8-3|Mixed lineage kinase 4|
Q99759-1|MAPK/ERK kinase kinase 3MEKK 3MEK kinase 3|MEKK 3
Q99759-2|MAPK/ERK kinase kinase 3MEK kinase 3MEKK 3|MEK kinase 3
Q9Y6R4-1|MAP three kinase 1|
Q9Y6R4-1|MAPK/ERK kinase kinase 4MEK kinase 4MEKK 4|MEK kinase 4
Q9Y6R4-2|MAP three kinase 1|
Q9Y6R4-2|MAPK/ERK kinase kinase 4MEKK 4MEK kinase 4|MEKK 4
Q99683-1|Apoptosis signal-regulating kinase 1ASK-1|ASK-1
Q99683-1|MAPK/ERK kinase kinase 5MEK kinase 5MEKK 5|MEK kinase 5
O95382-1|Apoptosis signal-regulating kinase 2|
O95382-3|Apoptosis signal-regulating kinase 2|
O43318-1|Transforming growth factor-beta-activated kinase 1TGF-beta-activated kinase 1|TGF-beta-activated kinase 1
O43318-2|Transforming growth factor-beta-activated kinase 1TGF-beta-activated kinase 1|TGF-beta-activated kinase 1
O43318-3|Transforming growth factor-beta-activated kinase 1TGF-beta-activated kinase 1|TGF-beta-activated kinase 1
O43318-4|Transforming growth factor-beta-activated kinase 1TGF-beta-activated kinase 1|TGF-beta-activated kinase 1
P41279-1|Cancer Osaka thyroid oncogene|
P41279-1|Proto-oncogene c-Cot|
P41279-1|Serine/threonine-protein kinase cot|
P41279-1|Tumor progression locus 2TPL-2|TPL-2
P80192-1|Mixed lineage kinase 1|
P80192-4|Mixed lineage kinase 1|
Q92918-1|Hematopoietic progenitor kinase|
Q92918-1|MAPK/ERK kinase kinase kinase 1MEKKK 1MEK kinase kinase 1|MEKKK 1
Q92918-2|Hematopoietic progenitor kinase|
Q92918-2|MAPK/ERK kinase kinase kinase 1MEK kinase kinase 1MEKKK 1|MEK kinase kinase 1
Q12851-1|B lymphocyte serine/threonine-protein kinase|
Q12851-1|Germinal center kinaseGC kinase|GC kinase
Q12851-1|MAPK/ERK kinase kinase kinase 2MEK kinase kinase 2MEKKK 2|MEK kinase kinase 2
Q12851-1|Rab8-interacting protein|
Q12851-2|B lymphocyte serine/threonine-protein kinase|
Q12851-2|Germinal center kinaseGC kinase|GC kinase
Q12851-2|MAPK/ERK kinase kinase kinase 2MEKKK 2MEK kinase kinase 2|MEKKK 2
Q12851-2|Rab8-interacting protein|
Q8IVH8-1|Germinal center kinase-related protein kinaseGLK|GLK
Q8IVH8-1|MAPK/ERK kinase kinase kinase 3MEK kinase kinase 3MEKKK 3|MEK kinase kinase 3
Q8IVH8-3|Germinal center kinase-related protein kinaseGLK|GLK
Q8IVH8-3|MAPK/ERK kinase kinase kinase 3MEK kinase kinase 3MEKKK 3|MEK kinase kinase 3
O95819-1|HPK/GCK-like kinase HGK|
O95819-1|MAPK/ERK kinase kinase kinase 4MEK kinase kinase 4MEKKK 4|MEK kinase kinase 4
O95819-1|Nck-interacting kinase|
O95819-4|HPK/GCK-like kinase HGK|
O95819-4|MAPK/ERK kinase kinase kinase 4MEKKK 4MEK kinase kinase 4|MEKKK 4
O95819-4|Nck-interacting kinase|
O95819-6|HPK/GCK-like kinase HGK|
O95819-6|MAPK/ERK kinase kinase kinase 4MEK kinase kinase 4MEKKK 4|MEK kinase kinase 4
O95819-6|Nck-interacting kinase|
Q8N4C8-1|GCK family kinase MiNK|
Q8N4C8-1|MAPK/ERK kinase kinase kinase 6MEKKK 6MEK kinase kinase 6|MEKKK 6
Q8N4C8-1|Misshapen/NIK-related kinase|
Q8N4C8-1|Mitogen-activated protein kinase kinase kinase kinase 6|
Q8N4C8-3|GCK family kinase MiNK|
Q8N4C8-3|MAPK/ERK kinase kinase kinase 6MEK kinase kinase 6MEKKK 6|MEK kinase kinase 6
Q8N4C8-3|Misshapen/NIK-related kinase|
Q8N4C8-3|Mitogen-activated protein kinase kinase kinase kinase 6|
Q8N4C8-4|GCK family kinase MiNK|
Q8N4C8-4|MAPK/ERK kinase kinase kinase 6MEKKK 6MEK kinase kinase 6|MEKKK 6
Q8N4C8-4|Misshapen/NIK-related kinase|
Q8N4C8-4|Mitogen-activated protein kinase kinase kinase kinase 6|







Q13153-1|Alpha-PAK|
Q13153-1|p21-activated kinase 1PAK-1|PAK-1
Q13153-1|p65-PAK|
Q13153-2|Alpha-PAK|
Q13153-2|p21-activated kinase 1PAK-1|PAK-1
Q13153-2|p65-PAK|
O75914-1|Beta-PAK|
O75914-1|Oligophrenin-3|
O75914-1|p21-activated kinase 3PAK-3|PAK-3
O75914-2|Beta-PAK|
O75914-2|Oligophrenin-3|
O75914-2|p21-activated kinase 3PAK-3|PAK-3
O75914-3|Beta-PAK|
O75914-3|Oligophrenin-3|
O75914-3|p21-activated kinase 3PAK-3|PAK-3
O75914-4|Beta-PAK|
O75914-4|Oligophrenin-3|
O75914-4|p21-activated kinase 3PAK-3|PAK-3
O96013-1|p21-activated kinase 4PAK-4|PAK-4
O96013-3|p21-activated kinase 4PAK-4|PAK-4
O96013-4|p21-activated kinase 4PAK-4|PAK-4
Q9NQU5-1|PAK-5|
Q9NQU5-1|p21-activated kinase 6PAK-6|PAK-6
Q9NQU5-2|PAK-5|
Q9NQU5-2|p21-activated kinase 6PAK-6|PAK-6
Q96KB5-1|Cancer/testis antigen 84CT84|CT84
Q96KB5-1|MAPKK-like protein kinase|
Q96KB5-1|Nori-3|
Q96KB5-1|PDZ-binding kinase|
Q96KB5-1|Spermatogenesis-related protein kinaseSPK|SPK
Q96KB5-1|T-LAK cell-originated protein kinase|
Q96KB5-2|Cancer/testis antigen 84CT84|CT84
Q96KB5-2|MAPKK-like protein kinase|
Q96KB5-2|Nori-3|
Q96KB5-2|PDZ-binding kinase|
Q96KB5-2|Spermatogenesis-related protein kinaseSPK|SPK
Q96KB5-2|T-LAK cell-originated protein kinase|
Q9H2G2-1|CTCL tumor antigen se20-9|
Q9H2G2-1|STE20-related serine/threonine-protein kinaseSTE20-related kinase|STE20-related kinase
Q9H2G2-1|Serine/threonine-protein kinase 2|
Q9H2G2-2|CTCL tumor antigen se20-9|
Q9H2G2-2|STE20-related serine/threonine-protein kinaseSTE20-related kinase|STE20-related kinase
Q9H2G2-2|Serine/threonine-protein kinase 2|
Q9Y6E0-1|Mammalian STE20-like protein kinase 3MST-3|MST-3
Q9Y6E0-1|STE20-like kinase MST3|
Q9Y6E0-2|Mammalian STE20-like protein kinase 3MST-3|MST-3
Q9Y6E0-2|STE20-like kinase MST3|
O00506-1|Ste20-like kinase|
O00506-1|Sterile 20/oxidant stress-response kinase 1Ste20/oxidant stress response kinase 1SOK-1|Ste20/oxidant stress response kinase 1
O00506-2|Ste20-like kinase|
O00506-2|Sterile 20/oxidant stress-response kinase 1Ste20/oxidant stress response kinase 1SOK-1|Ste20/oxidant stress response kinase 1
O00506-3|Ste20-like kinase|
O00506-3|Sterile 20/oxidant stress-response kinase 1Ste20/oxidant stress response kinase 1SOK-1|Ste20/oxidant stress response kinase 1
Q9P289-1|MST3 and SOK1-related kinase|
Q9P289-1|Mammalian STE20-like protein kinase 4MST-4STE20-like kinase MST4|MST-4
Q9P289-1|Serine/threonine-protein kinase MASK|
Q9P289-2|MST3 and SOK1-related kinase|
Q9P289-2|Mammalian STE20-like protein kinase 4STE20-like kinase MST4MST-4|STE20-like kinase MST4
Q9P289-2|Serine/threonine-protein kinase MASK|
Q9P289-3|MST3 and SOK1-related kinase|
Q9P289-3|Mammalian STE20-like protein kinase 4STE20-like kinase MST4MST-4|STE20-like kinase MST4
Q9P289-3|Serine/threonine-protein kinase MASK|
Q13188-1|Mammalian STE20-like protein kinase 2MST-2|MST-2
Q13188-1|STE20-like kinase MST2|
Q13188-1|Serine/threonine-protein kinase Krs-1|
Q13188-2|Mammalian STE20-like protein kinase 2MST-2|MST-2
Q13188-2|STE20-like kinase MST2|
Q13188-2|Serine/threonine-protein kinase Krs-1|
Q9UEW8-1|DCHT|
Q9UEW8-1|Serine/threonine-protein kinase 39|
Q13043-1|Mammalian STE20-like protein kinase 1MST-1|MST-1
Q13043-1|STE20-like kinase MST1|
Q13043-1|Serine/threonine-protein kinase Krs-2|
Q13043-2|Mammalian STE20-like protein kinase 1MST-1|MST-1
Q13043-2|STE20-like kinase MST1|
Q13043-2|Serine/threonine-protein kinase Krs-2|
Q7RTN6-1|STE20-related adapter protein|
Q7RTN6-1|Serologically defined breast cancer antigen NY-BR-96|
Q7RTN6-2|STE20-related adapter protein|
Q7RTN6-2|Serologically defined breast cancer antigen NY-BR-96|
Q7RTN6-3|STE20-related adapter protein|
Q7RTN6-3|Serologically defined breast cancer antigen NY-BR-96|
Q7RTN6-4|STE20-related adapter protein|
Q7RTN6-4|Serologically defined breast cancer antigen NY-BR-96|
Q7RTN6-5|STE20-related adapter protein|
Q7RTN6-5|Serologically defined breast cancer antigen NY-BR-96|
Q7RTN6-6|STE20-related adapter protein|
Q7RTN6-6|Serologically defined breast cancer antigen NY-BR-96|
Q9C0K7-1|Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 2 protein|
Q9C0K7-1|CALS-21|
Q9C0K7-1|ILP-interacting protein|
Q9C0K7-1|Pseudokinase ALS2CR2|
Q9C0K7-2|Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 2 protein|
Q9C0K7-2|CALS-21|
Q9C0K7-2|ILP-interacting protein|
Q9C0K7-2|Pseudokinase ALS2CR2|
Q7L7X3-1|Kinase from chicken homolog BhKFC-B|hKFC-B
Q7L7X3-1|MARK KinaseMARKK|MARKK
Q7L7X3-1|Prostate-derived sterile 20-like kinase 2PSK2PSK-2Prostate-derived STE20-like kinase 2|PSK2
Q7L7X3-1|Thousand and one amino acid protein kinase 1TAOK1hTAOK1|TAOK1
Q7L7X3-3|Kinase from chicken homolog BhKFC-B|hKFC-B
Q7L7X3-3|MARK KinaseMARKK|MARKK
Q7L7X3-3|Prostate-derived sterile 20-like kinase 2PSK2PSK-2Prostate-derived STE20-like kinase 2|PSK2
Q7L7X3-3|Thousand and one amino acid protein kinase 1hTAOK1TAOK1|hTAOK1
Q9UL54-1|Kinase from chicken homolog ChKFC-C|hKFC-C
Q9UL54-1|Prostate-derived sterile 20-like kinase 1Prostate-derived STE20-like kinase 1PSK-1PSK1|Prostate-derived STE20-like kinase 1
Q9UL54-1|Thousand and one amino acid protein kinase 2|
Q9UL54-2|Kinase from chicken homolog ChKFC-C|hKFC-C
Q9UL54-2|Prostate-derived sterile 20-like kinase 1Prostate-derived STE20-like kinase 1PSK1PSK-1|Prostate-derived STE20-like kinase 1
Q9UL54-2|Thousand and one amino acid protein kinase 2|
Q9UL54-3|Kinase from chicken homolog ChKFC-C|hKFC-C
Q9UL54-3|Prostate-derived sterile 20-like kinase 1Prostate-derived STE20-like kinase 1PSK-1PSK1|Prostate-derived STE20-like kinase 1
Q9UL54-3|Thousand and one amino acid protein kinase 2|
Q9UL54-4|Kinase from chicken homolog ChKFC-C|hKFC-C
Q9UL54-4|Prostate-derived sterile 20-like kinase 1Prostate-derived STE20-like kinase 1PSK1PSK-1|Prostate-derived STE20-like kinase 1
Q9UL54-4|Thousand and one amino acid protein kinase 2|








P36896-1|Activin receptor type IBACTR-IB|ACTR-IB
P36896-1|Activin receptor-like kinase 4ALK-4|ALK-4
P36896-1|Serine/threonine-protein kinase receptor R2SKR2|SKR2
P36896-2|Activin receptor type IBACTR-IB|ACTR-IB
P36896-2|Activin receptor-like kinase 4ALK-4|ALK-4
P36896-2|Serine/threonine-protein kinase receptor R2SKR2|SKR2
P36896-3|Activin receptor type IBACTR-IB|ACTR-IB
P36896-3|Activin receptor-like kinase 4ALK-4|ALK-4
P36896-3|Serine/threonine-protein kinase receptor R2SKR2|SKR2
P36896-4|Activin receptor type IBACTR-IB|ACTR-IB
P36896-4|Activin receptor-like kinase 4ALK-4|ALK-4
P36896-4|Serine/threonine-protein kinase receptor R2SKR2|SKR2
P36896-5|Activin receptor type IBACTR-IB|ACTR-IB
P36896-5|Activin receptor-like kinase 4ALK-4|ALK-4
P36896-5|Serine/threonine-protein kinase receptor R2SKR2|SKR2
Q8NER5-1|Activin receptor type ICACTR-IC|ACTR-IC
Q8NER5-1|Activin receptor-like kinase 7ALK-7|ALK-7
Q8NER5-2|Activin receptor type ICACTR-IC|ACTR-IC
Q8NER5-2|Activin receptor-like kinase 7ALK-7|ALK-7
Q8NER5-3|Activin receptor type ICACTR-IC|ACTR-IC
Q8NER5-3|Activin receptor-like kinase 7ALK-7|ALK-7
Q8NER5-4|Activin receptor type ICACTR-IC|ACTR-IC
Q8NER5-4|Activin receptor-like kinase 7ALK-7|ALK-7
P27037-1|Activin receptor type IIAACTRIIAACTR-IIA|ACTRIIA
P27037-2|Activin receptor type IIAACTRIIAACTR-IIA|ACTRIIA
Q16671-1|Anti-Muellerian hormone type II receptorAMH type II receptor|AMH type II receptor
Q16671-1|MIS type II receptorMISRIIMRII|MISRII
Q16671-2|Anti-Muellerian hormone type II receptorAMH type II receptor|AMH type II receptor
Q16671-2|MIS type II receptorMRIIMISRII|MRII
Q16671-3|Anti-Muellerian hormone type II receptorAMH type II receptor|AMH type II receptor
Q16671-3|MIS type II receptorMISRIIMRII|MISRII
P10398-1|Proto-oncogene A-Raf|
P10398-1|Proto-oncogene A-Raf-1|
P10398-1|Proto-oncogene Pks|
P10398-2|Proto-oncogene A-Raf|
P10398-2|Proto-oncogene A-Raf-1|
P10398-2|Proto-oncogene Pks|


Q13873-1|Bone morphogenetic protein receptor type IIBMP type II receptorBMPR-II|BMP type II receptor
Q13873-2|Bone morphogenetic protein receptor type IIBMP type II receptorBMPR-II|BMP type II receptor
Q13418-1|59 kDa serine/threonine-protein kinase|
Q13418-1|ILK-1|
Q13418-1|ILK-2|
Q13418-1|p59ILK|
Q13418-2|59 kDa serine/threonine-protein kinase|
Q13418-2|ILK-1|
Q13418-2|ILK-2|
Q13418-2|p59ILK|
Q13418-3|59 kDa serine/threonine-protein kinase|
Q13418-3|ILK-1|
Q13418-3|ILK-2|
Q13418-3|p59ILK|



Q9Y616-1|IL-1 receptor-associated kinase MIRAK-M|IRAK-M
Q9Y616-2|IL-1 receptor-associated kinase MIRAK-M|IRAK-M
Q9NWZ3-1|Renal carcinoma antigen NY-REN-64|
Q9NWZ3-2|Renal carcinoma antigen NY-REN-64|










P04049-1|Proto-oncogene c-RAFcRaf|cRaf
P04049-1|Raf-1|
P04049-2|Proto-oncogene c-RAFcRaf|cRaf
P04049-2|Raf-1|
Q13546-1|Cell death protein RIP|
Q13546-1|Receptor-interacting protein 1RIP-1|RIP-1
O43353-1|CARD-containing interleukin-1 beta-converting enzyme-associated kinaseCARD-containing IL-1 beta ICE-kinase|CARD-containing IL-1 beta ICE-kinase
O43353-1|RIP-like-interacting CLARP kinase|
O43353-1|Receptor-interacting protein 2RIP-2|RIP-2
O43353-1|Tyrosine-protein kinase RIPK2|
Q9Y572-1|RIP-like protein kinase 3|
Q9Y572-1|Receptor-interacting protein 3RIP-3|RIP-3
Q9Y572-3|RIP-like protein kinase 3|
Q9Y572-3|Receptor-interacting protein 3RIP-3|RIP-3
P57078-1|Ankyrin repeat domain-containing protein 3|
P57078-1|PKC-delta-interacting protein kinase|
P57078-2|Ankyrin repeat domain-containing protein 3|
P57078-2|PKC-delta-interacting protein kinase|
Q96S53-1|Testicular protein kinase 2|
Q96S53-3|Testicular protein kinase 2|
P36897-1|Activin A receptor type II-like protein kinase of 53kD|
P36897-1|Activin receptor-like kinase 5ALK-5ALK5|ALK-5
P36897-1|Serine/threonine-protein kinase receptor R4SKR4|SKR4
P36897-1|TGF-beta type I receptor|
P36897-1|Transforming growth factor-beta receptor type ITbetaR-ITGF-beta receptor type I|TbetaR-I
P36897-2|Activin A receptor type II-like protein kinase of 53kD|
P36897-2|Activin receptor-like kinase 5ALK5ALK-5|ALK5
P36897-2|Serine/threonine-protein kinase receptor R4SKR4|SKR4
P36897-2|TGF-beta type I receptor|
P36897-2|Transforming growth factor-beta receptor type ITbetaR-ITGF-beta receptor type I|TbetaR-I
P36897-3|Activin A receptor type II-like protein kinase of 53kD|
P36897-3|Activin receptor-like kinase 5ALK5ALK-5|ALK5
P36897-3|Serine/threonine-protein kinase receptor R4SKR4|SKR4
P36897-3|TGF-beta type I receptor|
P36897-3|Transforming growth factor-beta receptor type ITbetaR-ITGF-beta receptor type I|TbetaR-I
P37173-1|TGF-beta type II receptor|
P37173-1|Transforming growth factor-beta receptor type IITGF-beta receptor type IITbetaR-II|TGF-beta receptor type II
P37173-2|TGF-beta type II receptor|
P37173-2|Transforming growth factor-beta receptor type IITGF-beta receptor type IITbetaR-II|TGF-beta receptor type II
Q59H18-2|Cardiac ankyrin repeat kinase|
Q59H18-2|Cardiac troponin I-interacting kinase|
Q59H18-2|TNNI3-interacting kinase|
Q59H18-3|Cardiac ankyrin repeat kinase|
Q59H18-3|Cardiac troponin I-interacting kinase|
Q59H18-3|TNNI3-interacting kinase|
Q59H18-4|Cardiac ankyrin repeat kinase|
Q59H18-4|Cardiac troponin I-interacting kinase|
Q59H18-4|TNNI3-interacting kinase|
Q6ZMQ8-1|Apoptosis-associated tyrosine kinaseAATYK|AATYK
Q6ZMQ8-1|Brain apoptosis-associated tyrosine kinase|
Q6ZMQ8-1|CDK5-binding protein|
Q6ZMQ8-1|Lemur tyrosine kinase 1|
Q6ZMQ8-1|p35-binding proteinp35BP|p35BP
Q6ZMQ8-3|Apoptosis-associated tyrosine kinaseAATYK|AATYK
Q6ZMQ8-3|Brain apoptosis-associated tyrosine kinase|
Q6ZMQ8-3|CDK5-binding protein|
Q6ZMQ8-3|Lemur tyrosine kinase 1|
Q6ZMQ8-3|p35-binding proteinp35BP|p35BP
P00519-1|Abelson murine leukemia viral oncogene homolog 1|
P00519-1|Abelson tyrosine-protein kinase 1|
P00519-1|Proto-oncogene c-Abl|
P00519-1|p150|
P00519-2|Abelson murine leukemia viral oncogene homolog 1|
P00519-2|Abelson tyrosine-protein kinase 1|
P00519-2|Proto-oncogene c-Abl|
P00519-2|p150|
P42684-1|Abelson murine leukemia viral oncogene homolog 2|
P42684-1|Abelson tyrosine-protein kinase 2|
P42684-1|Abelson-related gene protein|
P42684-1|Tyrosine-protein kinase ARG|
P42684-3|Abelson murine leukemia viral oncogene homolog 2|
P42684-3|Abelson tyrosine-protein kinase 2|
P42684-3|Abelson-related gene protein|
P42684-3|Tyrosine-protein kinase ARG|
P42684-4|Abelson murine leukemia viral oncogene homolog 2|
P42684-4|Abelson tyrosine-protein kinase 2|
P42684-4|Abelson-related gene protein|
P42684-4|Tyrosine-protein kinase ARG|
P42684-5|Abelson murine leukemia viral oncogene homolog 2|
P42684-5|Abelson tyrosine-protein kinase 2|
P42684-5|Abelson-related gene protein|
P42684-5|Tyrosine-protein kinase ARG|
P42684-6|Abelson murine leukemia viral oncogene homolog 2|
P42684-6|Abelson tyrosine-protein kinase 2|
P42684-6|Abelson-related gene protein|
P42684-6|Tyrosine-protein kinase ARG|
P42684-7|Abelson murine leukemia viral oncogene homolog 2|
P42684-7|Abelson tyrosine-protein kinase 2|
P42684-7|Abelson-related gene protein|
P42684-7|Tyrosine-protein kinase ARG|
P42684-10|Abelson murine leukemia viral oncogene homolog 2|
P42684-10|Abelson tyrosine-protein kinase 2|
P42684-10|Abelson-related gene protein|
P42684-10|Tyrosine-protein kinase ARG|
P42684-8|Abelson murine leukemia viral oncogene homolog 2|
P42684-8|Abelson tyrosine-protein kinase 2|
P42684-8|Abelson-related gene protein|
P42684-8|Tyrosine-protein kinase ARG|
P30530-1|AXL oncogene|
P30530-2|AXL oncogene|
Q06187-1|Agammaglobulinemia tyrosine kinaseATK|ATK
Q06187-1|B-cell progenitor kinaseBPK|BPK
Q06187-1|Bruton tyrosine kinase|
Q06187-2|Agammaglobulinemia tyrosine kinaseATK|ATK
Q06187-2|B-cell progenitor kinaseBPK|BPK
Q06187-2|Bruton tyrosine kinase|
P07333-1|CSF-1 receptorM-CSF-RCSF-1-RCSF-1R|M-CSF-R
P07333-1|Proto-oncogene c-Fms|
P07333-2|CSF-1 receptorCSF-1RCSF-1-RM-CSF-R|CSF-1R
P07333-2|Proto-oncogene c-Fms|
Q08345-1|CD167 antigen-like family member A|
Q08345-1|Cell adhesion kinase|
Q08345-1|Discoidin receptor tyrosine kinase|
Q08345-1|HGK2|
Q08345-1|Mammary carcinoma kinase 10MCK-10|MCK-10
Q08345-1|Protein-tyrosine kinase 3A|
Q08345-1|Protein-tyrosine kinase RTK-6|
Q08345-1|TRK E|
Q08345-1|Tyrosine kinase DDR|
Q08345-1|Tyrosine-protein kinase CAK|
Q08345-2|CD167 antigen-like family member A|
Q08345-2|Cell adhesion kinase|
Q08345-2|Discoidin receptor tyrosine kinase|
Q08345-2|HGK2|
Q08345-2|Mammary carcinoma kinase 10MCK-10|MCK-10
Q08345-2|Protein-tyrosine kinase 3A|
Q08345-2|Protein-tyrosine kinase RTK-6|
Q08345-2|TRK E|
Q08345-2|Tyrosine kinase DDR|
Q08345-2|Tyrosine-protein kinase CAK|
Q08345-4|CD167 antigen-like family member A|
Q08345-4|Cell adhesion kinase|
Q08345-4|Discoidin receptor tyrosine kinase|
Q08345-4|HGK2|
Q08345-4|Mammary carcinoma kinase 10MCK-10|MCK-10
Q08345-4|Protein-tyrosine kinase 3A|
Q08345-4|Protein-tyrosine kinase RTK-6|
Q08345-4|TRK E|
Q08345-4|Tyrosine kinase DDR|
Q08345-4|Tyrosine-protein kinase CAK|
Q08345-5|CD167 antigen-like family member A|
Q08345-5|Cell adhesion kinase|
Q08345-5|Discoidin receptor tyrosine kinase|
Q08345-5|HGK2|
Q08345-5|Mammary carcinoma kinase 10MCK-10|MCK-10
Q08345-5|Protein-tyrosine kinase 3A|
Q08345-5|Protein-tyrosine kinase RTK-6|
Q08345-5|TRK E|
Q08345-5|Tyrosine kinase DDR|
Q08345-5|Tyrosine-protein kinase CAK|
Q08345-6|CD167 antigen-like family member A|
Q08345-6|Cell adhesion kinase|
Q08345-6|Discoidin receptor tyrosine kinase|
Q08345-6|HGK2|
Q08345-6|Mammary carcinoma kinase 10MCK-10|MCK-10
Q08345-6|Protein-tyrosine kinase 3A|
Q08345-6|Protein-tyrosine kinase RTK-6|
Q08345-6|TRK E|
Q08345-6|Tyrosine kinase DDR|
Q08345-6|Tyrosine-protein kinase CAK|
P00533-1|Proto-oncogene c-ErbB-1|
P00533-1|Receptor tyrosine-protein kinase erbB-1|
P00533-2|Proto-oncogene c-ErbB-1|
P00533-2|Receptor tyrosine-protein kinase erbB-1|
P00533-3|Proto-oncogene c-ErbB-1|
P00533-3|Receptor tyrosine-protein kinase erbB-1|
P00533-4|Proto-oncogene c-ErbB-1|
P00533-4|Receptor tyrosine-protein kinase erbB-1|
P21709-1|EPH tyrosine kinase|
P21709-1|EPH tyrosine kinase 1|
P21709-1|Erythropoietin-producing hepatoma receptor|
P21709-1|Tyrosine-protein kinase receptor EPH|


P29317-1|Epithelial cell kinase|
P29317-1|Tyrosine-protein kinase receptor ECK|
P29320-1|EPH-like kinase 4hEK4EK4|hEK4
P29320-1|HEKHuman embryo kinase|Human embryo kinase
P29320-1|Tyrosine-protein kinase TYRO4|
P29320-1|Tyrosine-protein kinase receptor ETK1Eph-like tyrosine kinase 1|Eph-like tyrosine kinase 1
P29320-2|EPH-like kinase 4EK4hEK4|EK4
P29320-2|HEKHuman embryo kinase|Human embryo kinase
P29320-2|Tyrosine-protein kinase TYRO4|
P29320-2|Tyrosine-protein kinase receptor ETK1Eph-like tyrosine kinase 1|Eph-like tyrosine kinase 1
P54764-1|EPH-like kinase 8EK8hEK8|EK8
P54764-1|Tyrosine-protein kinase TYRO1|
P54764-1|Tyrosine-protein kinase receptor SEK|
P54756-1|Brain-specific kinase|
P54756-1|EPH homology kinase 1EHK-1|EHK-1
P54756-1|EPH-like kinase 7hEK7EK7|hEK7
P54756-2|Brain-specific kinase|
P54756-2|EPH homology kinase 1EHK-1|EHK-1
P54756-2|EPH-like kinase 7hEK7EK7|hEK7
Q9UF33-2|EPH homology kinase 2EHK-2|EHK-2
Q9UF33-2|EPH-like kinase 12EK12|EK12
Q9UF33-3|EPH homology kinase 2EHK-2|EHK-2
Q9UF33-3|EPH-like kinase 12EK12|EK12
Q15375-1|EPH homology kinase 3EHK-3|EHK-3
Q15375-1|EPH-like kinase 11hEK11EK11|hEK11
Q15375-3|EPH homology kinase 3EHK-3|EHK-3
Q15375-3|EPH-like kinase 11EK11hEK11|EK11
P29322-1|EPH- and ELK-related kinase|
P29322-1|EPH-like kinase 3EK3hEK3|EK3
P29322-1|Tyrosine-protein kinase receptor EEK|
P29322-2|EPH- and ELK-related kinase|
P29322-2|EPH-like kinase 3EK3hEK3|EK3
P29322-2|Tyrosine-protein kinase receptor EEK|
P54762-1|ELK|
P54762-1|EPH tyrosine kinase 2|
P54762-1|EPH-like kinase 6EK6hEK6|EK6
P54762-1|Neuronally-expressed EPH-related tyrosine kinaseNET|NET
P54762-1|Tyrosine-protein kinase receptor EPH-2|
P54762-5|ELK|
P54762-5|EPH tyrosine kinase 2|
P54762-5|EPH-like kinase 6EK6hEK6|EK6
P54762-5|Neuronally-expressed EPH-related tyrosine kinaseNET|NET
P54762-5|Tyrosine-protein kinase receptor EPH-2|
P29323-1|Developmentally-regulated Eph-related tyrosine kinase|
